lake,station,date,depth,species.code,species,density.cells.l,biomass.mg.m3,length.um,width.um,cell.volume.um3,group
Conestogo,clc,2017-07-18,7,P4352,Large chrysophyceae,43104,7.74,7,7,179.6,Chrysophyte
Conestogo,clc,2017-07-18,7,P4355,Chrysochromulina parva Lackey,28736,1.88,5,5,65.4,Chrysophyte
Conestogo,clc,2017-07-18,7,P4357,Chrysococcus sp.,57472,2.93,4.6,4.6,51,Chrysophyte
Conestogo,clc,2017-07-18,7,P4398,Ochromonas globosa Skuja,215520,37.07,6.9,6.9,172,Chrysophyte
Conestogo,clc,2017-07-18,7,P4401,Uroglena volvox Ehrenberg,229888,26,6,6,113.1,Chrysophyte
Conestogo,clc,2017-07-18,7,P4418,Salpingoeca frequentissima (Zach.) Lemmermann,201152,5.21,5.5,3,25.9,Chrysophyte
Conestogo,clc,2017-07-18,7,P5508,Cyclotella pseudostelligera,14368,3.75,5.5,11,261.3,Diatom
Conestogo,clc,2017-07-18,7,P5524,Asterionella formosa Hassall,56400,4.84,82,2,85.9,Diatom
Conestogo,clc,2017-07-18,7,P5530,Stephanodiscus niagarae Ehrenberg,1200,18.73,21.5,43,15611.2,Diatom
Conestogo,clc,2017-07-18,7,P5540,Aulacoseira italica v subarctica (O. Muller) Simonsen,400,8.66,410,8.2,21652.2,Diatom
Conestogo,clc,2017-07-18,7,P5551,Cyclotella michiganiana Skvortzow,28736,0.59,2.35,4.7,20.4,Diatom
Conestogo,clc,2017-07-18,7,P6554,Rhodomonas minuta Skuja,14368,2.17,12,6,150.8,Cryptophyte
Conestogo,clc,2017-07-18,7,P6568,Katablepharis ovalis Skuja,14368,0.69,8.3,4,48.1,Cryptophyte
Conestogo,clc,2017-07-18,7,P7632,Gymnodinium sp.,400,6.36,31.2,31.2,15902.4,Dinoflagellate
Conestogo,clc,2017-07-18,7,P7644,Ceratium hirundenella (Muller) Schrank,2000,100.53,60,40,50265.5,Dinoflagellate
Conestogo,cle,2017-07-19,2,P1041,Aphanizomenon flos-aquae Ralfs and Born.,3330000,10880.11,260,4,3267.3,Cyanophyte
Conestogo,cle,2017-07-19,2,P1075,Microcystis aeruginosa (Kutzing) Kutzing,17000,71.4,0,0,4200,Cyanophyte
Conestogo,cle,2017-07-19,2,P1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,85000,312.38,0,0,3675,Cyanophyte
Conestogo,cle,2017-07-19,2,P1133,Anabaena flos-aquae (Lyngb.) Breb. & Bornet,14000,88.58,286,6.5,6326.9,Cyanophyte
Conestogo,cle,2017-07-19,2,P1204,Heterocycts (Anabaena flos-aquae),17000,2.8,6.8,6.8,164.6,Cyanophyte
Conestogo,cle,2017-07-19,2,P1205,Heterocycts (Aphanizomenon flos-aquae),980000,86.24,10,4.1,88,Cyanophyte
Conestogo,cle,2017-07-19,2,P1211,Aphanizomenon Akinetes,55000,12.58,26,4.1,228.8,Cyanophyte
Conestogo,cle,2017-07-19,2,P2105,Chlamydomonas spp.,39683,2,6,4,50.3,Chlorophyte
Conestogo,cle,2017-07-19,2,P2136,Dictyosphaerium pulchellum Wood,317464,35.91,6,6,113.1,Chlorophyte
Conestogo,cle,2017-07-19,2,P2204,Ankyra judai (G.M. Smith) Fott,555562,29.33,14,3.1,52.8,Chlorophyte
Conestogo,cle,2017-07-19,2,P4351,Small chrysophyceae,1071441,18.43,3.2,3.2,17.2,Chrysophyte
Conestogo,cle,2017-07-19,2,P4352,Large chrysophyceae,79366,14.25,7,7,179.6,Chrysophyte
Conestogo,cle,2017-07-19,2,P4358,Chrysostephanospaera globulifera Scherffel,39683,11.88,8.3,8.3,299.4,Chrysophyte
Conestogo,cle,2017-07-19,2,P4362,Kephyrion sp.,119049,2.24,3.3,3.3,18.8,Chrysophyte
Conestogo,cle,2017-07-19,2,P4398,Ochromonas globosa Skuja,912709,156.99,6.9,6.9,172,Chrysophyte
Conestogo,cle,2017-07-19,2,P4418,Salpingoeca frequentissima (Zach.) Lemmermann,119049,3.24,5.4,3.1,27.2,Chrysophyte
Conestogo,cle,2017-07-19,2,P5508,Cyclotella pseudostelligera,39683,8.03,5.05,10.1,202.3,Diatom
Conestogo,cle,2017-07-19,2,P5524,Asterionella formosa Hassall,10000,1.05,100,2,104.7,Diatom
Conestogo,cle,2017-07-19,2,P5530,Stephanodiscus niagarae Ehrenberg,3000,50.18,22,44,16725.8,Diatom
Conestogo,cle,2017-07-19,2,P5540,Aulacoseira italica v subarctica (O. Muller) Simonsen,8000,152.81,380,8,19100.9,Diatom
Conestogo,cle,2017-07-19,2,P6554,Rhodomonas minuta Skuja,198415,23.06,11,5.5,116.2,Cryptophyte
Conestogo,cle,2017-07-19,2,P6558,Cryptomonas erosa Ehrenberg,7000,11.11,23.2,14,1587.3,Cryptophyte
Conestogo,cle,2017-07-19,2,P6568,Katablepharis ovalis Skuja,39683,2.41,9,4.3,60.8,Cryptophyte
Conestogo,cle,2017-07-19,2,P7640,Peridinium goslaviense Woloszynska,2000,67.02,40,40,33510.3,Dinoflagellate
Conestogo,cle,2017-07-19,2,P7644,Ceratium hirundenella (Muller) Schrank,58000,2915.4,60,40,50265.5,Dinoflagellate
Conestogo,clw,2017-07-19,2,P1041,Aphanizomenon flos-aquae Ralfs and Born.,987000,2728.66,220,4,2764.6,Cyanophyte
Conestogo,clw,2017-07-19,2,P1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,13000,52,0,0,4000,Cyanophyte
Conestogo,clw,2017-07-19,2,P1133,Anabaena flos-aquae (Lyngb.) Breb. & Bornet,11000,69.96,316,6.2,6360.2,Cyanophyte
Conestogo,clw,2017-07-19,2,P1204,Heterocycts (Anabaena flos-aquae),16000,2.09,6.3,6.3,130.9,Cyanophyte
Conestogo,clw,2017-07-19,2,P1205,Heterocycts (Aphanizomenon flos-aquae),331000,15.52,5.6,4,46.9,Cyanophyte
Conestogo,clw,2017-07-19,2,P1211,Aphanizomenon Akinetes,1000,0.19,21,4.2,194,Cyanophyte
Conestogo,clw,2017-07-19,2,P2101,Carteria spp.,317464,47.87,8,6,150.8,Chlorophyte
Conestogo,clw,2017-07-19,2,P2105,Chlamydomonas spp.,79366,2.06,5.5,3,25.9,Chlorophyte
Conestogo,clw,2017-07-19,2,P2204,Ankyra judayi (G.M. Smith) Fott,793660,72.78,14.6,4,91.7,Chlorophyte
Conestogo,clw,2017-07-19,2,P4351,Small chrysophyceae,158732,1.02,2.3,2.3,6.4,Chrysophyte
Conestogo,clw,2017-07-19,2,P4352,Large chrysophyceae,119049,21.38,7,7,179.6,Chrysophyte
Conestogo,clw,2017-07-19,2,P4357,Chrysococcus sp.,476196,31.14,5,5,65.4,Chrysophyte
Conestogo,clw,2017-07-19,2,P4398,Ochromonas globosa Skuja,119049,17.12,6.5,6.5,143.8,Chrysophyte
Conestogo,clw,2017-07-19,2,P4418,Salpingoeca frequentissima (Zach.) Lemmermann,39683,1.25,5.9,3.2,31.6,Chrysophyte
Conestogo,clw,2017-07-19,2,P5524,Asterionella formosa Hassall,97000,8.94,88,2,92.2,Diatom
Conestogo,clw,2017-07-19,2,P5530,Stephanodiscus niagarae Ehrenberg,3000,78.14,25.5,51,26046,Diatom
Conestogo,clw,2017-07-19,2,P5540,Aulacoseira italica v subarctica (O. Muller) Simonsen,8000,133.72,341,7.9,16714.7,Diatom
Conestogo,clw,2017-07-19,2,P6554,Rhodomonas minuta Skuja,674611,93.23,11,6,138.2,Cryptophyte
Conestogo,clw,2017-07-19,2,P6558,Cryptomonas erosa Ehrenberg,7000,12.31,25.7,14,1758.3,Cryptophyte
Conestogo,clw,2017-07-19,2,P6562,Cryptomonas reflexa (Marsson) Skuja,1000,0.73,21,10,733,Cryptophyte
Conestogo,clw,2017-07-19,2,P6568,Katablepharis ovalis Skuja,317464,13.84,7.9,4,43.6,Cryptophyte
Conestogo,clw,2017-07-19,2,P7632,Gymnodinium sp.,1000,9.31,26.1,26.1,9309.4,Dinoflagellate
Conestogo,clw,2017-07-19,2,P7644,Ceratium hirundinella (Muller) Schrank,10000,502.66,60,40,50265.5,Dinoflagellate
Conestogo,clc,2017-07-25,2,P1041,Aphanizomenon flos-aquae Ralfs and Born.,1563000,4713.85,240,4,3015.9,Cyanophyte
Conestogo,clc,2017-07-25,2,P1075,Microcystis aeruginosa (Kutzing) Kutzing,2000,7.2,0,0,3600,Cyanophyte
Conestogo,clc,2017-07-25,2,P1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,35000,98,0,0,2800,Cyanophyte
Conestogo,clc,2017-07-25,2,P1205,Heterocycts (Aphanizomenon flos-aquae),269000,22.25,9.4,4.1,82.7,Cyanophyte
Conestogo,clc,2017-07-25,2,P1211,Aphanizomenon Akinetes,10000,3.08,29,4.5,307.5,Cyanophyte
Conestogo,clc,2017-07-25,2,P2101,Carteria spp.,198415,33.65,9,6,169.6,Chlorophyte
Conestogo,clc,2017-07-25,2,P2105,Chlamydomonas spp.,79366,4.79,7.2,4,60.3,Chlorophyte
Conestogo,clc,2017-07-25,2,P2121,Oocystis lacustris Chodat,79366,2.25,6,3,28.3,Chlorophyte
Conestogo,clc,2017-07-25,2,P2193,Staurodesmus paradoxum Meyen,1000,4.08,30,26,4084.1,Chlorophyte
Conestogo,clc,2017-07-25,2,P2204,Ankyra judai (G.M. Smith) Fott,357147,44.79,19,4.1,125.4,Chlorophyte
Conestogo,clc,2017-07-25,2,P4351,Small chrysophyceae,674611,4.86,2.4,2.4,7.2,Chrysophyte
Conestogo,clc,2017-07-25,2,P4352,Large chrysophyceae,39683,7.13,7,7,179.6,Chrysophyte
Conestogo,clc,2017-07-25,2,P4357,Chrysococcus sp.,238098,9.9,4.3,4.3,41.6,Chrysophyte
Conestogo,clc,2017-07-25,2,P4398,Ochromonas globosa Skuja,714294,98.07,6.4,6.4,137.3,Chrysophyte
Conestogo,clc,2017-07-25,2,P4418,Salpingoeca frequentissima (Zach.) Lemmermann,238098,6.9,5.4,3.2,29,Chrysophyte
Conestogo,clc,2017-07-25,2,P5507,Cyclotella stelligera Cleve and Grunow,1000,1.98,10.8,21.6,1978.8,Diatom
Conestogo,clc,2017-07-25,2,P5508,Cyclotella pseudostelligera,158732,41.48,5.5,11,261.3,Diatom
Conestogo,clc,2017-07-25,2,P5523,Synedra ulna (Nitzsch) Ehrenberg,1000,2.45,260,6,2450.4,Diatom
Conestogo,clc,2017-07-25,2,P5524,Asterionella formosa Hassall,44000,3.65,79.3,2,83,Diatom
Conestogo,clc,2017-07-25,2,P5530,Stephanodiscus niagarae Ehrenberg,5000,83.63,22,44,16725.8,Diatom
Conestogo,clc,2017-07-25,2,P5540,Aulacoseira italica v subarctica (O. Muller) Simonsen,16000,398.15,400,8.9,24884.6,Diatom
Conestogo,clc,2017-07-25,2,P5551,Cyclotella michiganiana Skvortzow,39683,0.76,2.3,4.6,19.1,Diatom
Conestogo,clc,2017-07-25,2,P6554,Rhodomonas minuta Skuja,317464,49.87,12.5,6,157.1,Cryptophyte
Conestogo,clc,2017-07-25,2,P6558,Cryptomonas erosa Ehrenberg,4000,7.14,26.1,14,1785.7,Cryptophyte
Conestogo,clc,2017-07-25,2,P6568,Katablepharis ovalis Skuja,793660,46.03,9,4.1,58,Cryptophyte
Conestogo,clc,2017-07-25,2,P7644,Ceratium hirundenella (Muller) Schrank,1000,51.94,62,40,51941,Dinoflagellate
Conestogo,clc,2017-07-25,7,P1041,Aphanizomenon flos-aquae Ralfs and Born.,787000,2670.21,270,4,3392.9,Cyanophyte
Conestogo,clc,2017-07-25,7,P1075,Microcystis aeruginosa (Kutzing) Kutzing,1000,3.5,0,0,3500,Cyanophyte
Conestogo,clc,2017-07-25,7,P1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,22000,80.3,0,0,3650,Cyanophyte
Conestogo,clc,2017-07-25,7,P1205,Heterocycts (Aphanizomenon flos-aquae),106000,8.02,8.6,4.1,75.7,Cyanophyte
Conestogo,clc,2017-07-25,7,P1211,Aphanizomenon Akinetes,9000,2.41,32,4,268.1,Cyanophyte
Conestogo,clc,2017-07-25,7,P2101,Carteria spp.,357147,37.39,8,5,104.7,Chlorophyte
Conestogo,clc,2017-07-25,7,P2126,Chodatella sp.,39683,2,6,4,50.3,Chlorophyte
Conestogo,clc,2017-07-25,7,P2174,Closterium sp.,1000,1.71,121,6,1710.6,Chlorophyte
Conestogo,clc,2017-07-25,7,P2243,Tetraspora sp.,595245,1.25,17,0.4,2.1,Chlorophyte
Conestogo,clc,2017-07-25,7,P4351,Small chrysophyceae,1150807,16.23,3,3,14.1,Chrysophyte
Conestogo,clc,2017-07-25,7,P4352,Large chrysophyceae,39683,7.13,7,7,179.6,Chrysophyte
Conestogo,clc,2017-07-25,7,P4357,Chrysococcus sp.,198415,12.98,5,5,65.4,Chrysophyte
Conestogo,clc,2017-07-25,7,P4398,Ochromonas globosa Skuja,476196,65.38,6.4,6.4,137.3,Chrysophyte
Conestogo,clc,2017-07-25,7,P4418,Salpingoeca frequentissima (Zach.) Lemmermann,1746052,59.71,6,3.3,34.2,Chrysophyte
Conestogo,clc,2017-07-25,7,P5508,Cyclotella pseudostelligera,119049,40.39,6,12,339.3,Diatom
Conestogo,clc,2017-07-25,7,P5524,Asterionella formosa Hassall,58000,4.86,80,2,83.8,Diatom
Conestogo,clc,2017-07-25,7,P5530,Stephanodiscus niagarae Ehrenberg,1000,15.61,21.5,43,15611.2,Diatom
Conestogo,clc,2017-07-25,7,P5540,Aulacoseira italica v subarctica (O. Muller) Simonsen,18000,380.29,410,8.1,21127.3,Diatom
Conestogo,clc,2017-07-25,7,P6554,Rhodomonas minuta Skuja,357147,57.89,12.9,6,162.1,Cryptophyte
Conestogo,clc,2017-07-25,7,P6558,Cryptomonas erosa Ehrenberg,4000,7.01,25.6,14,1751.5,Cryptophyte
Conestogo,clc,2017-07-25,7,P6565,Cryptomonas rostratiformis Skuja,1000,3.04,34,16,3038.3,Cryptophyte
Conestogo,clc,2017-07-25,7,P6568,Katablepharis ovalis Skuja,992075,58.93,9,4.2,59.4,Cryptophyte
Conestogo,cle,2017-07-25,2,P1041,Aphanizomenon flos-aquae Ralfs and Born.,1235000,3724.64,240,4,3015.9,Cyanophyte
Conestogo,cle,2017-07-25,2,P1075,Microcystis aeruginosa (Kutzing) Kutzing,4000,12.8,0,0,3200,Cyanophyte
Conestogo,cle,2017-07-25,2,P1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,40000,142,0,0,3550,Cyanophyte
Conestogo,cle,2017-07-25,2,P1205,Heterocycts (Aphanizomenon flos-aquae),169000,10.48,7.4,4,62,Cyanophyte
Conestogo,cle,2017-07-25,2,P1211,Aphanizomenon Akinetes,25000,5.06,23,4.1,202.4,Cyanophyte
Conestogo,cle,2017-07-25,2,P2132,Scenedesmus denticulatus Lagerhiem,317464,17.75,10,4,55.9,Chlorophyte
Conestogo,cle,2017-07-25,2,P2136,Dictyosphaerium pulchellum Wood,793660,89.76,6,6,113.1,Chlorophyte
Conestogo,cle,2017-07-25,2,P2204,Ankyra judai (G.M. Smith) Fott,277781,17.42,15.6,3.2,62.7,Chlorophyte
Conestogo,cle,2017-07-25,2,P4351,Small chrysophyceae,277781,2.28,2.5,2.5,8.2,Chrysophyte
Conestogo,cle,2017-07-25,2,P4352,Large chrysophyceae,198415,35.64,7,7,179.6,Chrysophyte
Conestogo,cle,2017-07-25,2,P4357,Chrysococcus sp.,158732,8.1,4.6,4.6,51,Chrysophyte
Conestogo,cle,2017-07-25,2,P4358,Chrysostephanospaera globulifera Scherffel,39683,11.88,8.3,8.3,299.4,Chrysophyte
Conestogo,cle,2017-07-25,2,P4362,Kephyrion sp.,79366,1.24,3.1,3.1,15.6,Chrysophyte
Conestogo,cle,2017-07-25,2,P4398,Ochromonas globosa Skuja,714294,102.72,6.5,6.5,143.8,Chrysophyte
Conestogo,cle,2017-07-25,2,P4415,Bicoeca lacustris Clark,79366,2.47,3.9,3.9,31.1,Chrysophyte
Conestogo,cle,2017-07-25,2,P4418,Salpingoeca frequentissima (Zach.) Lemmermann,198415,5.99,6,3.1,30.2,Chrysophyte
Conestogo,cle,2017-07-25,2,P5508,Cyclotella pseudostelligera,158732,41.48,5.5,11,261.3,Diatom
Conestogo,cle,2017-07-25,2,P5515,Fragilaria crotonensis Kitton,9000,2.71,72,4,301.6,Diatom
Conestogo,cle,2017-07-25,2,P5524,Asterionella formosa Hassall,4000,0.39,94,2,98.4,Diatom
Conestogo,cle,2017-07-25,2,P5530,Stephanodiscus niagarae Ehrenberg,4000,63.32,21.6,43.2,15830,Diatom
Conestogo,cle,2017-07-25,2,P5540,Aulacoseira italica v subarctica (O. Muller) Simonsen,5000,63.64,241,8.2,12727.3,Diatom
Conestogo,cle,2017-07-25,2,P5551,Cyclotella michiganiana Skvortzow,119049,2.27,2.3,4.6,19.1,Diatom
Conestogo,cle,2017-07-25,2,P6554,Rhodomonas minuta Skuja,119049,11.89,11,5.1,99.9,Cryptophyte
Conestogo,cle,2017-07-25,2,P6558,Cryptomonas erosa Ehrenberg,8000,9.73,24.2,12,1216.4,Cryptophyte
Conestogo,cle,2017-07-25,2,P6568,Katablepharis ovalis Skuja,1031758,65.62,9.1,4.4,63.6,Cryptophyte
Conestogo,cle,2017-07-25,2,P7644,Ceratium hirundenella (Muller) Schrank,8000,398.1,59.4,40,49762.8,Dinoflagellate
Conestogo,clw,2017-07-25,2,P1041,Aphanizomenon flos-aquae Ralfs and Born.,1800000,5228.28,220,4.1,2904.6,Cyanophyte
Conestogo,clw,2017-07-25,2,P1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,31000,127.1,0,0,4100,Cyanophyte
Conestogo,clw,2017-07-25,2,P1205,Heterocycts (Aphanizomenon flos-aquae),141000,6.91,5.3,4.2,49,Cyanophyte
Conestogo,clw,2017-07-25,2,P1211,Aphanizomenon Akinetes,14000,2.7,19,4.4,192.6,Cyanophyte
Conestogo,clw,2017-07-25,2,P2101,Carteria spp.,39683,5.98,8,6,150.8,Chlorophyte
Conestogo,clw,2017-07-25,2,P2105,Chlamydomonas spp.,39683,2.33,7,4,58.6,Chlorophyte
Conestogo,clw,2017-07-25,2,P2130,Scenedesmus quadricauda (Turp.) Brebisson,79366,6.93,10,5,87.3,Chlorophyte
Conestogo,clw,2017-07-25,2,P2193,Staurodesmus paradoxum Meyen,1000,3.49,28.3,25,3494.5,Chlorophyte
Conestogo,clw,2017-07-25,2,P2204,Ankyra judayi (G.M. Smith) Fott,396830,39.29,15,4.1,99,Chlorophyte
Conestogo,clw,2017-07-25,2,P2255,Selenastrum copricornutum Printz,79366,0.85,7.1,1.7,10.7,Chlorophyte
Conestogo,clw,2017-07-25,2,P4351,Small chrysophyceae,119049,0.76,2.3,2.3,6.4,Chrysophyte
Conestogo,clw,2017-07-25,2,P4352,Large chrysophyceae,198415,35.64,7,7,179.6,Chrysophyte
Conestogo,clw,2017-07-25,2,P4355,Chrysochromulina parva Lackey,277781,18.17,5,5,65.4,Chrysophyte
Conestogo,clw,2017-07-25,2,P4357,Chrysococcus sp.,595245,38.93,5,5,65.4,Chrysophyte
Conestogo,clw,2017-07-25,2,P4398,Ochromonas globosa Skuja,357147,53.75,6.6,6.6,150.5,Chrysophyte
Conestogo,clw,2017-07-25,2,P4418,Salpingoeca frequentissima (Zach.) Lemmermann,198415,5.6,5.6,3.1,28.2,Chrysophyte
Conestogo,clw,2017-07-25,2,P5508,Cyclotella pseudostelligera,79366,42.76,7,14,538.8,Diatom
Conestogo,clw,2017-07-25,2,P5523,Synedra ulna (Nitzsch) Ehrenberg,1000,2.45,260,6,2450.4,Diatom
Conestogo,clw,2017-07-25,2,P5524,Asterionella formosa Hassall,12000,1.11,88,2,92.2,Diatom
Conestogo,clw,2017-07-25,2,P5530,Stephanodiscus niagarae Ehrenberg,5000,130.23,25.5,51,26046,Diatom
Conestogo,clw,2017-07-25,2,P5540,Aulacoseira italica v subarctica (O. Muller) Simonsen,17000,245.28,280,8.1,14428.4,Diatom
Conestogo,clw,2017-07-25,2,P5551,Cyclotella michiganiana Skvortzow,277781,6.81,2.5,5,24.5,Diatom
Conestogo,clw,2017-07-25,2,P6554,Rhodomonas minuta Skuja,357147,51.61,11.5,6,144.5,Cryptophyte
Conestogo,clw,2017-07-25,2,P6558,Cryptomonas erosa Ehrenberg,7000,12.74,26.6,14,1819.9,Cryptophyte
Conestogo,clw,2017-07-25,2,P6568,Katablepharis ovalis Skuja,515879,26.62,8.6,4,51.6,Cryptophyte
Conestogo,clw,2017-07-25,2,P7644,Ceratium hirundinella (Muller) Schrank,14000,703.72,60,40,50265.5,Dinoflagellate
Conestogo,cle,2017-07-31,2,P1041,Aphanizomenon flos-aquae Ralfs and Born.,2505000,7937.34,240,4.1,3168.6,Cyanophyte
Conestogo,cle,2017-07-31,2,P1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,51000,196.35,0,0,3850,Cyanophyte
Conestogo,cle,2017-07-31,2,P1205,Heterocycts (Aphanizomenon flos-aquae),263000,18.7,7.7,4.2,71.1,Cyanophyte
Conestogo,cle,2017-07-31,2,P1211,Aphanizomenon Akinetes,20000,3.34,19,4.1,167.2,Cyanophyte
Conestogo,cle,2017-07-31,2,P2101,Carteria spp.,357147,248.9,11,11,696.9,Chlorophyte
Conestogo,cle,2017-07-31,2,P2105,Chlamydomonas spp.,396830,26.59,8,4,67,Chlorophyte
Conestogo,cle,2017-07-31,2,P2113,Pediastrum duplex Meyen,1000,2.6,0,0,2600,Chlorophyte
Conestogo,cle,2017-07-31,2,P2132,Scenedesmus denticulatus Lagerhiem,238098,16.1,10,4.4,67.6,Chlorophyte
Conestogo,cle,2017-07-31,2,P2136,Dictyosphaerium pulchellum Wood,595245,67.32,6,6,113.1,Chlorophyte
Conestogo,cle,2017-07-31,2,P2174,Closterium sp.,1000,0.54,86,4,540.4,Chlorophyte
Conestogo,cle,2017-07-31,2,P2178,Cosmarium sp.,1000,1.4,20,20,1396.3,Chlorophyte
Conestogo,cle,2017-07-31,2,P2204,Ankyra judai (G.M. Smith) Fott,158732,10.17,15,3.3,64.1,Chlorophyte
Conestogo,cle,2017-07-31,2,P4351,Small chrysophyceae,515879,9.7,3.3,3.3,18.8,Chrysophyte
Conestogo,cle,2017-07-31,2,P4352,Large chrysophyceae,39683,7.13,7,7,179.6,Chrysophyte
Conestogo,cle,2017-07-31,2,P4388,Dinobryon sertularia Ehrenberg,79366,17.95,12,6,226.2,Chrysophyte
Conestogo,cle,2017-07-31,2,P4398,Ochromonas globosa Skuja,1190490,204.76,6.9,6.9,172,Chrysophyte
Conestogo,cle,2017-07-31,2,P4418,Salpingoeca frequentissima (Zach.) Lemmermann,79366,2.71,6,3.3,34.2,Chrysophyte
Conestogo,cle,2017-07-31,2,P5507,Cyclotella stelligera Cleve and Grunow,4000,7.38,10.55,21.1,1844.5,Diatom
Conestogo,cle,2017-07-31,2,P5508,Cyclotella pseudostelligera,396830,109.49,5.6,11.2,275.9,Diatom
Conestogo,cle,2017-07-31,2,P5515,Fragilaria crotonensis Kitton,6000,1.76,70,4,293.2,Diatom
Conestogo,cle,2017-07-31,2,P5530,Stephanodiscus niagarae Ehrenberg,21000,401.35,23,46,19111.9,Diatom
Conestogo,cle,2017-07-31,2,P5540,Aulacoseira italica v subarctica (O. Muller) Simonsen,1000,11.08,215,8.1,11078.9,Diatom
Conestogo,cle,2017-07-31,2,P5551,Cyclotella michiganiana Skvortzow,198415,4.86,2.5,5,24.5,Diatom
Conestogo,cle,2017-07-31,2,P6554,Rhodomonas minuta Skuja,833343,96.83,11,5.5,116.2,Cryptophyte
Conestogo,cle,2017-07-31,2,P6558,Cryptomonas erosa Ehrenberg,11000,18.81,25,14,1710.4,Cryptophyte
Conestogo,cle,2017-07-31,2,P6568,Katablepharis ovalis Skuja,1111124,70.67,9.1,4.4,63.6,Cryptophyte
Conestogo,cle,2017-07-31,2,P7632,Gymnodinium sp.,3000,46.8,31,31,15598.5,Dinoflagellate
Conestogo,cle,2017-07-31,2,P7644,Ceratium hirundenella (Muller) Schrank,24000,1206.37,60,40,50265.5,Dinoflagellate
Conestogo,clw,2017-07-31,2,P1041,Aphanizomenon flos-aquae Ralfs and Born.,630000,2454.23,310,4,3895.6,Cyanophyte
Conestogo,clw,2017-07-31,2,P1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,28000,110.6,0,0,3950,Cyanophyte
Conestogo,clw,2017-07-31,2,P1133,Anabaena flos-aquae (Lyngb.) Breb. & Bornet,2000,9.14,220,6.3,4572,Cyanophyte
Conestogo,clw,2017-07-31,2,P1204,Heterocycts (Anabaena flos-aquae),1000,0.13,6.3,6.3,130.9,Cyanophyte
Conestogo,clw,2017-07-31,2,P1205,Heterocycts (Aphanizomenon flos-aquae),47000,2.36,5.7,4.1,50.2,Cyanophyte
Conestogo,clw,2017-07-31,2,P2105,Chlamydomonas spp.,119049,5.99,6,4,50.3,Chlorophyte
Conestogo,clw,2017-07-31,2,P2113,Pediastrum duplex Meyen,2000,6.26,0,0,3130,Chlorophyte
Conestogo,clw,2017-07-31,2,P2126,Chodatella sp.,277781,7.72,5.9,3,27.8,Chlorophyte
Conestogo,clw,2017-07-31,2,P2136,Dictyosphaerium pulchellum Wood,1111124,125.67,6,6,113.1,Chlorophyte
Conestogo,clw,2017-07-31,2,P2174,Closterium sp.,1000,0.48,76,4,477.5,Chlorophyte
Conestogo,clw,2017-07-31,2,P2204,Ankyra judayi (G.M. Smith) Fott,79366,8.43,16.9,4,106.2,Chlorophyte
Conestogo,clw,2017-07-31,2,P3301,Euglena acus Ehrenberg,1000,7.24,96,12,7238.2,Euglenophyte
Conestogo,clw,2017-07-31,2,P4351,Small chrysophyceae,396830,2.86,2.4,2.4,7.2,Chrysophyte
Conestogo,clw,2017-07-31,2,P4352,Large chrysophyceae,714294,128.29,7,7,179.6,Chrysophyte
Conestogo,clw,2017-07-31,2,P4357,Chrysococcus sp.,1785735,110,4.9,4.9,61.6,Chrysophyte
Conestogo,clw,2017-07-31,2,P4401,Uroglena volvox Ehrenberg,119049,15.58,6.3,6.3,130.9,Chrysophyte
Conestogo,clw,2017-07-31,2,P4418,Salpingoeca frequentissima (Zach.) Lemmermann,238098,7.19,6,3.1,30.2,Chrysophyte
Conestogo,clw,2017-07-31,2,P5515,Fragilaria crotonensis Kitton,1000,0.3,72,4,301.6,Diatom
Conestogo,clw,2017-07-31,2,P5524,Asterionella formosa Hassall,16000,1.49,89,2,93.2,Diatom
Conestogo,clw,2017-07-31,2,P5530,Stephanodiscus niagarae Ehrenberg,5000,130.23,25.5,51,26046,Diatom
Conestogo,clw,2017-07-31,2,P5540,Aulacoseira italica v subarctica (O. Muller) Simonsen,13000,192.97,336,7.5,14844,Diatom
Conestogo,clw,2017-07-31,2,P5551,Cyclotella michiganiana Skvortzow,476196,11.67,2.5,5,24.5,Diatom
Conestogo,clw,2017-07-31,2,P6554,Rhodomonas minuta Skuja,3650836,504.55,11,6,138.2,Cryptophyte
Conestogo,clw,2017-07-31,2,P6558,Cryptomonas erosa Ehrenberg,5000,8.89,26,14,1778.8,Cryptophyte
Conestogo,clw,2017-07-31,2,P6568,Katablepharis ovalis Skuja,1627003,65.57,7.6,4,40.3,Cryptophyte
Conestogo,clw,2017-07-31,2,P7644,Ceratium hirundinella (Muller) Schrank,9000,452.39,60,40,50265.5,Dinoflagellate
Conestogo,clc,2017-08-01,2,P1041,Aphanizomenon flos-aquae Ralfs and Born.,978000,4131.85,320,4.1,4224.8,Cyanophyte
Conestogo,clc,2017-08-01,2,P1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,34000,132.6,0,0,3900,Cyanophyte
